,datetime,open,high,low,close,volume,sig_sma
45,2025-01-03 17:00:00+00:00,97868.21,98299.76,97837.63,98026.0,799.72,1.0
46,2025-01-03 18:00:00+00:00,98025.99,98697.86,98000.0,98527.98,813.65,1.0
47,2025-01-03 19:00:00+00:00,98527.97,98976.91,98491.53,98592.01,1070.45,1.0
48,2025-01-03 20:00:00+00:00,98592.02,98748.0,98300.0,98311.52,846.17,1.0
49,2025-01-03 21:00:00+00:00,98311.51,98419.14,98196.96,98272.7,507.37,1.0
50,2025-01-03 22:00:00+00:00,98272.7,98512.94,98250.0,98296.37,317.52,1.0
51,2025-01-03 23:00:00+00:00,98296.37,98382.19,98067.99,98174.18,314.25,1.0
52,2025-01-04 00:00:00+00:00,98174.17,98288.0,97887.2,97950.01,465.17,1.0
53,2025-01-04 01:00:00+00:00,97950.01,98095.06,97800.0,98040.0,292.12,1.0
54,2025-01-04 02:00:00+00:00,98040.0,98314.15,97848.48,98304.51,368.88,1.0
55,2025-01-04 03:00:00+00:00,98304.51,98304.51,98052.97,98200.0,274.73,1.0
56,2025-01-04 04:00:00+00:00,98200.01,98200.01,97862.87,98001.0,304.5,1.0
57,2025-01-04 05:00:00+00:00,98001.0,98196.51,97988.76,98126.21,250.0,1.0
58,2025-01-04 06:00:00+00:00,98126.21,98209.7,98039.91,98127.54,211.93,1.0
59,2025-01-04 07:00:00+00:00,98127.53,98350.04,98095.17,98271.88,454.47,1.0
60,2025-01-04 08:00:00+00:00,98271.87,98306.22,97905.26,97906.07,303.66,1.0
61,2025-01-04 09:00:00+00:00,97906.08,97980.0,97532.58,97690.37,671.78,1.0
62,2025-01-04 10:00:00+00:00,97690.37,97859.6,97600.0,97789.32,330.68,1.0
63,2025-01-04 11:00:00+00:00,97789.32,97923.07,97711.54,97889.39,279.12,1.0
64,2025-01-04 12:00:00+00:00,97889.4,98016.97,97800.0,97888.12,336.83,1.0
65,2025-01-04 13:00:00+00:00,97888.12,98068.46,97750.0,97973.05,463.16,1.0
66,2025-01-04 14:00:00+00:00,97973.05,98080.15,97828.38,98035.04,329.42,1.0
67,2025-01-04 15:00:00+00:00,98035.05,98152.02,97514.79,97657.94,737.81,1.0
68,2025-01-04 16:00:00+00:00,97657.95,97874.68,97549.99,97704.6,575.14,1.0
69,2025-01-04 17:00:00+00:00,97704.6,98049.99,97687.77,98016.26,251.46,1.0
70,2025-01-04 18:00:00+00:00,98016.26,98139.13,97909.85,97961.56,237.26,1.0
71,2025-01-04 19:00:00+00:00,97961.56,98350.0,97931.23,98166.26,330.47,1.0
72,2025-01-04 20:00:00+00:00,98166.26,98671.02,98166.25,98599.02,441.68,1.0
73,2025-01-04 21:00:00+00:00,98599.02,98778.43,98344.0,98362.43,536.37,1.0
74,2025-01-04 22:00:00+00:00,98362.43,98484.85,98265.91,98417.25,289.75,1.0
75,2025-01-04 23:00:00+00:00,98417.25,98419.14,98143.2,98220.5,253.83,1.0
76,2025-01-05 00:00:00+00:00,98220.51,98391.59,98154.18,98213.43,254.42,-1.0
77,2025-01-05 01:00:00+00:00,98213.44,98322.35,98050.0,98123.53,237.38,-1.0
78,2025-01-05 02:00:00+00:00,98123.53,98227.49,98105.41,98227.48,187.52,-1.0
79,2025-01-05 03:00:00+00:00,98227.49,98227.49,98069.0,98187.96,151.22,-1.0
80,2025-01-05 04:00:00+00:00,98187.97,98522.76,98187.96,98357.46,238.63,1.0
81,2025-01-05 05:00:00+00:00,98357.46,98500.0,98264.78,98358.98,212.65,1.0
82,2025-01-05 06:00:00+00:00,98358.98,98500.0,98304.82,98451.47,149.62,1.0
83,2025-01-05 07:00:00+00:00,98451.48,98464.84,98268.77,98268.77,118.31,1.0
84,2025-01-05 08:00:00+00:00,98268.77,98268.78,97777.77,97861.04,511.75,-1.0
85,2025-01-05 09:00:00+00:00,97861.04,97943.02,97637.93,97652.2,341.11,-1.0
86,2025-01-05 10:00:00+00:00,97652.21,97776.68,97600.0,97737.48,331.79,-1.0
87,2025-01-05 11:00:00+00:00,97737.48,97822.16,97615.13,97641.63,186.74,-1.0
88,2025-01-05 12:00:00+00:00,97641.62,97956.66,97569.04,97770.01,316.47,-1.0
89,2025-01-05 13:00:00+00:00,97770.01,98018.96,97680.18,97689.96,281.96,-1.0
90,2025-01-05 14:00:00+00:00,97689.96,97967.08,97276.79,97855.06,776.67,-1.0
91,2025-01-05 15:00:00+00:00,97855.06,98281.89,97702.3,98028.98,492.18,1.0
92,2025-01-05 16:00:00+00:00,98028.98,98332.54,97937.82,98035.17,454.57,1.0
93,2025-01-05 17:00:00+00:00,98035.17,98078.94,97673.57,97731.08,358.67,-1.0
94,2025-01-05 18:00:00+00:00,97731.09,97927.98,97577.46,97918.91,301.28,1.0
95,2025-01-05 19:00:00+00:00,97918.91,98109.0,97854.99,98079.63,306.87,1.0
96,2025-01-05 20:00:00+00:00,98079.64,98678.0,98024.0,98275.71,680.43,1.0
97,2025-01-05 21:00:00+00:00,98275.71,98522.46,98216.58,98496.52,327.79,1.0
98,2025-01-05 22:00:00+00:00,98496.52,98745.45,98344.0,98695.21,407.82,1.0
99,2025-01-05 23:00:00+00:00,98695.21,98836.85,98322.72,98363.61,469.69,1.0
100,2025-01-06 00:00:00+00:00,98363.61,98773.48,98190.75,98217.23,494.21,1.0
101,2025-01-06 01:00:00+00:00,98217.23,98816.28,97920.0,98759.43,567.35,1.0
102,2025-01-06 02:00:00+00:00,98759.42,99333.0,98649.97,98815.39,1613.44,1.0
103,2025-01-06 03:00:00+00:00,98815.39,99235.99,98759.55,99037.57,522.15,1.0
104,2025-01-06 04:00:00+00:00,99037.57,99500.88,99037.57,99466.09,645.48,1.0
105,2025-01-06 05:00:00+00:00,99466.09,99892.0,99400.0,99600.0,939.4,1.0
106,2025-01-06 06:00:00+00:00,99600.0,99763.99,99382.31,99512.21,803.85,1.0
107,2025-01-06 07:00:00+00:00,99512.21,99529.87,99161.14,99318.7,555.92,1.0
108,2025-01-06 08:00:00+00:00,99318.7,99625.69,99000.0,99043.49,674.38,1.0
109,2025-01-06 09:00:00+00:00,99043.49,99250.0,98942.46,98999.99,447.38,1.0
110,2025-01-06 10:00:00+00:00,99000.0,99057.95,98709.28,98767.96,525.81,1.0
111,2025-01-06 11:00:00+00:00,98767.96,99410.23,98712.0,99259.99,667.86,1.0
112,2025-01-06 12:00:00+00:00,99259.99,99713.13,99142.43,99157.12,624.15,1.0
113,2025-01-06 13:00:00+00:00,99157.12,99575.85,98909.82,99492.51,631.22,1.0
114,2025-01-06 14:00:00+00:00,99492.5,101295.23,98711.94,100737.03,3487.92,1.0
115,2025-01-06 15:00:00+00:00,100737.03,102468.92,100481.99,102147.95,3665.0,1.0
116,2025-01-06 16:00:00+00:00,102147.95,102480.0,101719.59,102158.67,2145.64,1.0
117,2025-01-06 17:00:00+00:00,102158.67,102158.68,101250.0,101831.95,1517.05,1.0
118,2025-01-06 18:00:00+00:00,101831.95,102053.61,101578.12,101738.8,834.34,1.0
119,2025-01-06 19:00:00+00:00,101738.81,102032.0,101639.6,101817.22,631.18,1.0
120,2025-01-06 20:00:00+00:00,101817.22,102318.5,101800.0,102127.38,1458.56,1.0
121,2025-01-06 21:00:00+00:00,102126.9,102329.98,101600.05,101611.92,1010.2,1.0
122,2025-01-06 22:00:00+00:00,101611.92,102084.13,101600.06,102011.98,365.15,1.0
123,2025-01-06 23:00:00+00:00,102011.98,102239.58,101896.87,102235.6,435.89,1.0
124,2025-01-07 00:00:00+00:00,102235.6,102724.38,101950.0,102042.46,980.39,1.0
125,2025-01-07 01:00:00+00:00,102042.47,102071.9,101684.95,101915.66,558.29,1.0
126,2025-01-07 02:00:00+00:00,101915.66,102018.98,101651.67,101677.66,392.44,1.0
127,2025-01-07 03:00:00+00:00,101677.66,101818.19,101512.91,101708.08,426.34,1.0
128,2025-01-07 04:00:00+00:00,101708.09,101925.77,101667.01,101667.02,289.09,1.0
129,2025-01-07 05:00:00+00:00,101667.02,101786.07,101582.79,101743.47,341.59,1.0
130,2025-01-07 06:00:00+00:00,101743.47,101894.47,101648.56,101820.53,336.0,1.0
131,2025-01-07 07:00:00+00:00,101820.53,102015.01,101640.47,101664.81,526.12,1.0
132,2025-01-07 08:00:00+00:00,101664.81,101995.64,101618.04,101905.08,455.68,1.0
133,2025-01-07 09:00:00+00:00,101905.08,101914.11,101632.06,101723.19,490.39,1.0
134,2025-01-07 10:00:00+00:00,101723.18,101723.19,101379.45,101406.78,716.38,1.0
135,2025-01-07 11:00:00+00:00,101406.78,101453.0,100472.45,100830.86,1572.46,1.0
136,2025-01-07 12:00:00+00:00,100830.86,100956.99,100628.43,100750.89,725.08,1.0
137,2025-01-07 13:00:00+00:00,100750.88,100960.06,100615.63,100636.8,744.03,1.0
138,2025-01-07 14:00:00+00:00,100636.8,100862.91,99732.0,99979.69,2490.81,1.0
139,2025-01-07 15:00:00+00:00,99979.69,100142.99,97153.5,97952.26,8692.16,-1.0
140,2025-01-07 16:00:00+00:00,97952.26,98347.81,97586.41,97733.58,2402.81,-1.0
141,2025-01-07 17:00:00+00:00,97733.58,97806.03,96577.0,97277.31,2384.88,-1.0
142,2025-01-07 18:00:00+00:00,97277.32,97541.6,96600.0,96750.86,1551.15,-1.0
143,2025-01-07 19:00:00+00:00,96750.86,97200.01,96323.67,96451.98,1482.06,-1.0
144,2025-01-07 20:00:00+00:00,96451.99,96870.52,96181.81,96533.35,1820.47,-1.0
145,2025-01-07 21:00:00+00:00,96533.34,97094.19,96400.0,96501.22,1161.97,-1.0
146,2025-01-07 22:00:00+00:00,96501.23,97220.76,96412.0,97164.0,708.7,-1.0
147,2025-01-07 23:00:00+00:00,97163.99,97169.65,96800.8,96954.61,810.74,-1.0
148,2025-01-08 00:00:00+00:00,96954.6,97268.65,96707.77,97268.49,817.81,-1.0
149,2025-01-08 01:00:00+00:00,97268.49,97268.5,96608.14,96907.15,751.08,-1.0
150,2025-01-08 02:00:00+00:00,96907.16,97181.82,96778.57,96878.14,677.25,-1.0
151,2025-01-08 03:00:00+00:00,96878.14,96878.14,96216.83,96525.2,1257.72,-1.0
152,2025-01-08 04:00:00+00:00,96525.2,96634.58,96057.48,96274.81,1105.13,-1.0
153,2025-01-08 05:00:00+00:00,96274.8,96654.61,96102.94,96492.01,705.87,-1.0
154,2025-01-08 06:00:00+00:00,96492.01,96636.37,95259.3,95284.31,1870.77,-1.0
155,2025-01-08 07:00:00+00:00,95284.31,95815.52,95250.76,95657.09,1326.49,-1.0
156,2025-01-08 08:00:00+00:00,95657.09,96132.47,95528.56,95945.99,917.6,-1.0
157,2025-01-08 09:00:00+00:00,95946.0,96098.1,95412.0,95432.82,613.24,-1.0
158,2025-01-08 10:00:00+00:00,95432.83,96000.0,95432.43,95961.02,713.59,-1.0
159,2025-01-08 11:00:00+00:00,95961.03,96052.0,94543.86,95134.92,1835.64,-1.0
160,2025-01-08 12:00:00+00:00,95134.92,95376.56,94852.23,94888.01,1048.37,-1.0
161,2025-01-08 13:00:00+00:00,94888.01,95679.69,94888.0,95384.0,1277.79,-1.0
162,2025-01-08 14:00:00+00:00,95384.01,95865.71,94888.88,95288.01,2131.52,-1.0
163,2025-01-08 15:00:00+00:00,95288.0,96079.32,94624.43,95493.77,3066.46,-1.0
164,2025-01-08 16:00:00+00:00,95493.77,95555.25,94556.21,94787.87,1545.17,-1.0
165,2025-01-08 17:00:00+00:00,94787.87,94847.99,92500.9,94030.82,5296.01,-1.0
166,2025-01-08 18:00:00+00:00,94030.81,95106.33,93753.99,94242.61,2090.92,-1.0
167,2025-01-08 19:00:00+00:00,94242.62,94859.54,94053.82,94243.89,1331.26,-1.0
168,2025-01-08 20:00:00+00:00,94243.89,94404.0,93755.48,93980.0,1050.44,-1.0
169,2025-01-08 21:00:00+00:00,93982.01,94596.0,93600.0,94468.97,953.62,-1.0
170,2025-01-08 22:00:00+00:00,94468.97,95290.99,94460.86,95290.93,743.66,-1.0
171,2025-01-08 23:00:00+00:00,95290.93,95310.94,94900.0,95060.61,577.32,-1.0
172,2025-01-09 00:00:00+00:00,95060.61,95150.0,94809.07,95135.3,552.16,-1.0
173,2025-01-09 01:00:00+00:00,95135.3,95382.32,94966.66,94983.82,596.8,-1.0
174,2025-01-09 02:00:00+00:00,94983.82,95030.31,93422.89,94776.99,3219.22,-1.0
175,2025-01-09 03:00:00+00:00,94777.0,94800.69,94017.93,94027.9,1051.53,-1.0
176,2025-01-09 04:00:00+00:00,94027.91,94487.74,93796.99,94424.24,686.12,-1.0
177,2025-01-09 05:00:00+00:00,94424.24,94566.64,94280.65,94472.58,347.92,-1.0
178,2025-01-09 06:00:00+00:00,94472.59,94618.63,94048.07,94095.03,515.64,-1.0
179,2025-01-09 07:00:00+00:00,94095.04,94299.22,93186.38,93221.59,1274.6,-1.0
180,2025-01-09 08:00:00+00:00,93221.59,93400.98,92750.0,93030.87,1897.18,-1.0
181,2025-01-09 09:00:00+00:00,93030.88,93787.75,92970.96,93516.62,1012.07,-1.0
182,2025-01-09 10:00:00+00:00,93516.63,93660.0,93016.55,93462.43,958.33,-1.0
183,2025-01-09 11:00:00+00:00,93462.43,93877.46,93224.0,93465.23,706.74,-1.0
184,2025-01-09 12:00:00+00:00,93465.23,93696.97,93155.25,93421.94,710.4,-1.0
185,2025-01-09 13:00:00+00:00,93421.94,93486.19,91900.12,91986.42,3474.41,-1.0
186,2025-01-09 14:00:00+00:00,91986.41,92900.0,91800.0,92863.8,2363.05,-1.0
187,2025-01-09 15:00:00+00:00,92863.81,94588.23,92671.67,94244.02,2560.44,-1.0
188,2025-01-09 16:00:00+00:00,94244.02,94685.25,93846.15,94250.95,1597.04,-1.0
189,2025-01-09 17:00:00+00:00,94250.96,94293.96,92325.0,92693.11,1927.97,-1.0
190,2025-01-09 18:00:00+00:00,92693.11,93239.51,92403.77,93020.11,1440.43,-1.0
191,2025-01-09 19:00:00+00:00,93020.1,93291.96,91900.01,91909.59,1659.21,-1.0
192,2025-01-09 20:00:00+00:00,91909.59,92371.32,91203.67,91903.22,2948.12,-1.0
193,2025-01-09 21:00:00+00:00,91903.21,92497.66,91781.09,92108.84,1113.83,-1.0
194,2025-01-09 22:00:00+00:00,92108.84,92720.67,91624.0,92456.32,1126.9,-1.0
195,2025-01-09 23:00:00+00:00,92456.32,92689.38,92034.55,92552.49,804.66,-1.0
196,2025-01-10 00:00:00+00:00,92552.49,92850.0,92431.73,92775.84,765.62,-1.0
197,2025-01-10 01:00:00+00:00,92775.85,93159.16,92590.33,93102.52,646.52,-1.0
198,2025-01-10 02:00:00+00:00,93102.52,93726.87,93033.5,93364.36,910.07,-1.0
199,2025-01-10 03:00:00+00:00,93364.36,93727.83,93312.58,93696.13,605.91,-1.0
200,2025-01-10 04:00:00+00:00,93696.13,93908.85,93500.0,93837.69,539.74,-1.0
201,2025-01-10 05:00:00+00:00,93837.69,94250.07,93642.85,93956.83,803.64,-1.0
202,2025-01-10 06:00:00+00:00,93956.83,94319.0,93733.83,94252.83,883.83,-1.0
203,2025-01-10 07:00:00+00:00,94252.83,95000.0,94070.0,94492.63,1375.09,-1.0
204,2025-01-10 08:00:00+00:00,94492.62,94766.12,94388.5,94680.01,786.89,-1.0
205,2025-01-10 09:00:00+00:00,94680.0,95000.55,94582.03,94793.08,750.71,1.0
206,2025-01-10 10:00:00+00:00,94793.07,95293.4,94757.57,95215.73,599.35,1.0
207,2025-01-10 11:00:00+00:00,95215.73,95267.16,94600.49,95073.95,709.6,1.0
208,2025-01-10 12:00:00+00:00,95073.95,95117.26,94702.49,95023.44,585.67,1.0
209,2025-01-10 13:00:00+00:00,95023.44,95046.0,92715.85,93557.23,4436.62,1.0
210,2025-01-10 14:00:00+00:00,93557.23,94680.76,93379.93,94115.63,3037.57,1.0
211,2025-01-10 15:00:00+00:00,94115.62,94524.0,92206.02,93730.92,3948.25,1.0
212,2025-01-10 16:00:00+00:00,93730.93,94062.94,93177.4,93645.05,2166.93,1.0
213,2025-01-10 17:00:00+00:00,93645.06,95836.0,93318.07,95793.05,2615.7,1.0
214,2025-01-10 18:00:00+00:00,95793.04,95793.04,94581.87,94861.62,1989.47,1.0
215,2025-01-10 19:00:00+00:00,94861.62,95386.74,94373.85,95327.06,1188.46,1.0
216,2025-01-10 20:00:00+00:00,95327.07,95442.15,94586.02,94672.05,1050.76,1.0
217,2025-01-10 21:00:00+00:00,94669.06,94923.05,94603.72,94613.26,443.77,1.0
218,2025-01-10 22:00:00+00:00,94613.26,94955.54,94586.03,94767.7,342.73,1.0
219,2025-01-10 23:00:00+00:00,94767.69,94894.81,94657.39,94726.11,300.05,1.0
220,2025-01-11 00:00:00+00:00,94726.1,94746.37,94360.65,94600.69,360.19,1.0
221,2025-01-11 01:00:00+00:00,94600.7,94696.97,94214.38,94424.26,335.79,1.0
222,2025-01-11 02:00:00+00:00,94424.26,94495.9,94180.0,94424.24,304.46,1.0
223,2025-01-11 03:00:00+00:00,94424.24,94429.84,94106.49,94206.95,275.5,1.0
224,2025-01-11 04:00:00+00:00,94206.96,94316.09,93831.73,94063.29,409.41,1.0
225,2025-01-11 05:00:00+00:00,94063.29,94381.08,94013.51,94366.69,235.13,1.0
226,2025-01-11 06:00:00+00:00,94366.7,94441.87,94216.25,94216.25,150.6,1.0
227,2025-01-11 07:00:00+00:00,94216.26,94333.34,94151.51,94246.36,194.4,1.0
228,2025-01-11 08:00:00+00:00,94246.36,94408.34,94031.22,94074.79,226.92,1.0
229,2025-01-11 09:00:00+00:00,94074.8,94329.8,94044.82,94329.45,197.66,1.0
230,2025-01-11 10:00:00+00:00,94329.46,94528.27,94300.01,94488.86,271.33,1.0
231,2025-01-11 11:00:00+00:00,94488.87,94791.67,94455.04,94625.65,313.79,1.0
232,2025-01-11 12:00:00+00:00,94625.66,94655.2,94528.01,94550.01,194.65,1.0
233,2025-01-11 13:00:00+00:00,94550.0,94606.11,94342.63,94400.01,233.41,-1.0
234,2025-01-11 14:00:00+00:00,94400.01,94638.44,94307.25,94620.0,278.56,-1.0
235,2025-01-11 15:00:00+00:00,94620.0,94647.05,94377.57,94410.26,185.08,-1.0
236,2025-01-11 16:00:00+00:00,94410.26,94708.12,94312.56,94448.14,278.48,-1.0
237,2025-01-11 17:00:00+00:00,94448.14,94448.14,93984.55,94151.52,422.06,-1.0
238,2025-01-11 18:00:00+00:00,94151.51,94306.62,94121.0,94275.79,171.56,-1.0
239,2025-01-11 19:00:00+00:00,94275.79,94327.4,94084.64,94249.26,144.35,1.0
240,2025-01-11 20:00:00+00:00,94249.27,94668.31,94200.89,94586.11,282.12,1.0
241,2025-01-11 21:00:00+00:00,94586.12,95050.94,94575.75,94940.76,818.09,1.0
242,2025-01-11 22:00:00+00:00,94940.75,95005.0,94561.0,94593.8,532.73,1.0
243,2025-01-11 23:00:00+00:00,94593.8,94753.37,94541.66,94599.99,231.8,-1.0
244,2025-01-12 00:00:00+00:00,94599.99,94655.22,94422.13,94452.07,320.76,-1.0
245,2025-01-12 01:00:00+00:00,94452.08,94589.46,94296.99,94580.0,300.69,-1.0
246,2025-01-12 02:00:00+00:00,94580.0,94670.0,94480.58,94625.25,152.19,-1.0
247,2025-01-12 03:00:00+00:00,94625.25,94699.0,94418.56,94622.4,210.9,1.0
248,2025-01-12 04:00:00+00:00,94622.4,94650.0,94500.0,94587.99,132.26,-1.0
249,2025-01-12 05:00:00+00:00,94587.99,94627.8,94500.0,94571.43,92.53,-1.0
250,2025-01-12 06:00:00+00:00,94571.43,94616.0,94357.14,94381.78,163.55,-1.0
251,2025-01-12 07:00:00+00:00,94381.78,94441.42,94274.01,94323.85,166.86,-1.0
252,2025-01-12 08:00:00+00:00,94323.85,94393.57,94109.0,94170.01,255.87,-1.0
253,2025-01-12 09:00:00+00:00,94170.01,94222.41,93711.19,93906.22,541.75,-1.0
254,2025-01-12 10:00:00+00:00,93906.21,94056.04,93836.51,94015.16,438.15,-1.0
255,2025-01-12 11:00:00+00:00,94015.17,94348.64,94015.16,94255.1,306.57,-1.0
256,2025-01-12 12:00:00+00:00,94255.1,94600.0,94173.48,94328.2,414.07,1.0
257,2025-01-12 13:00:00+00:00,94328.21,94730.04,94303.03,94663.78,602.32,1.0
258,2025-01-12 14:00:00+00:00,94663.77,94994.49,94663.77,94811.0,444.2,1.0
259,2025-01-12 15:00:00+00:00,94811.0,95450.1,94675.54,95071.9,667.52,1.0
260,2025-01-12 16:00:00+00:00,95071.91,95131.05,94791.43,95046.76,269.93,1.0
261,2025-01-12 17:00:00+00:00,95046.76,95271.56,94984.36,95139.45,320.97,1.0
262,2025-01-12 18:00:00+00:00,95139.46,95314.12,94916.0,94992.64,222.18,1.0
263,2025-01-12 19:00:00+00:00,94992.65,95055.93,94578.54,94650.26,508.5,1.0
264,2025-01-12 20:00:00+00:00,94650.26,94800.0,94612.0,94687.69,183.56,1.0
265,2025-01-12 21:00:00+00:00,94687.69,94727.28,94302.9,94352.7,336.21,-1.0
266,2025-01-12 22:00:00+00:00,94352.7,94362.92,93800.0,93962.91,831.08,-1.0
267,2025-01-12 23:00:00+00:00,93962.91,94563.82,93946.96,94545.06,724.36,1.0
268,2025-01-13 00:00:00+00:00,94545.07,95940.0,94463.32,95325.43,1259.98,1.0
269,2025-01-13 01:00:00+00:00,95325.43,95400.0,94081.38,94218.01,1000.51,-1.0
270,2025-01-13 02:00:00+00:00,94218.01,94500.0,93899.99,94217.43,622.99,-1.0
271,2025-01-13 03:00:00+00:00,94217.43,94408.17,93972.54,94269.23,603.06,-1.0
272,2025-01-13 04:00:00+00:00,94269.23,94913.03,94202.76,94503.34,505.09,-1.0
273,2025-01-13 05:00:00+00:00,94503.34,94543.28,94045.45,94181.37,415.67,-1.0
274,2025-01-13 06:00:00+00:00,94181.37,94327.35,93281.0,93637.37,1071.6,-1.0
275,2025-01-13 07:00:00+00:00,93637.38,93947.3,93469.2,93590.24,659.46,-1.0
276,2025-01-13 08:00:00+00:00,93590.24,93661.55,92904.35,93039.1,1106.32,-1.0
277,2025-01-13 09:00:00+00:00,93039.11,93195.99,92644.11,92846.79,1308.35,-1.0
278,2025-01-13 10:00:00+00:00,92846.79,92889.06,91372.17,91644.96,3461.59,-1.0
279,2025-01-13 11:00:00+00:00,91644.96,91776.04,90833.12,90851.22,4194.47,-1.0
280,2025-01-13 12:00:00+00:00,90851.23,91350.0,90300.0,90732.0,3847.53,-1.0
281,2025-01-13 13:00:00+00:00,90732.0,91780.0,90583.24,91131.41,2635.61,-1.0
282,2025-01-13 14:00:00+00:00,91131.41,92300.0,89256.69,91833.03,6291.91,-1.0
283,2025-01-13 15:00:00+00:00,91833.03,93100.0,91570.0,92123.75,2993.7,-1.0
284,2025-01-13 16:00:00+00:00,92123.75,92289.07,91250.0,91343.2,1967.47,-1.0
285,2025-01-13 17:00:00+00:00,91343.21,92300.0,91250.0,91983.96,1292.85,-1.0
286,2025-01-13 18:00:00+00:00,91983.96,92405.39,91593.85,92077.65,1146.25,-1.0
287,2025-01-13 19:00:00+00:00,92077.65,92534.1,91600.0,92312.18,1190.54,-1.0
288,2025-01-13 20:00:00+00:00,92312.18,93783.12,91908.2,93575.53,1763.26,-1.0
289,2025-01-13 21:00:00+00:00,93575.53,94472.0,93401.84,94193.49,1762.69,-1.0
290,2025-01-13 22:00:00+00:00,94193.49,94727.15,94152.0,94399.98,918.82,-1.0
291,2025-01-13 23:00:00+00:00,94399.99,94612.7,94164.77,94536.1,599.75,-1.0
